"code","level","cause","sex","0-28 days","1-59 months","5-14 years","15-29 years","30-49 years","50-59 years","60-69 years","70+ years","year","region"
"2A09",3,"Breast cancer","Female",0,0,1,1456,24992,13675,9462,7413,"2019","Afr"
"2A10",3,"Cervix uteri cancer","Female",0,0,2,1515,22961,21469,18976,11765,"2019","Afr"
"2A11",3,"Corpus uteri cancer","Female",0,0,0,11,433,935,1721,1692,"2019","Afr"
"2A12",3,"Ovary cancer","Female",0,0,13,365,4031,3585,3055,1962,"2019","Afr"
"2A13",3,"Prostate cancer","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2A14",3,"Testicular cancer","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2A15",3,"Kidney cancer","Female",1,105,227,200,1023,424,420,418,"2019","Afr"
"2A16",3,"Bladder cancer","Female",0,0,4,32,719,885,975,1174,"2019","Afr"
"2A17",3,"Brain and nervous system cancers","Female",2,208,390,352,1270,913,728,452,"2019","Afr"
"2A18",3,"Gallbladder and biliary tract cancer","Female",0,0,2,6,282,433,508,640,"2019","Afr"
"2A19",3,"Larynx cancer","Female",0,0,0,4,138,244,411,195,"2019","Afr"
"2A20",3,"Thyroid cancer","Female",0,0,1,42,151,292,481,625,"2019","Afr"
"2A21",3,"Mesothelioma","Female",0,0,0,5,53,69,55,81,"2019","Afr"
"2A22",3,"Lymphomas, multiple myeloma","Female",0,47,175,1304,4256,2310,2580,2273,"2019","Afr"
"2A22a",4,"Hodgkin lymphoma","Female",0,1,4,333,478,215,232,155,"2019","Afr"
"2A22b",4,"Non-Hodgkin lymphoma","Female",0,46,171,965,3396,1408,1408,1445,"2019","Afr"
"2A22c",4,"Multiple myeloma","Female",0,0,0,6,382,687,941,672,"2019","Afr"
"2A23",3,"Leukaemia","Female",3,501,590,1061,2206,1407,1476,1464,"2019","Afr"
"2A24",3,"Other malignant neoplasms","Female",10,658,1578,4472,14059,7273,6531,6112,"2019","Afr"
"2B",2,"Other neoplasms","Female",0,18,36,21,66,70,122,420,"2019","Afr"
"2C",2,"Diabetes mellitus","Female",2,683,734,1211,6661,12378,23740,39836,"2019","Afr"
"2D",2,"Endocrine, blood, immune disorders","Female",55,9957,7657,3437,4225,1768,2204,3193,"2019","Afr"
"2D01",3,"Thalassaemias","Female",1,259,125,14,6,2,0,0,"2019","Afr"
"2D02",3,"Sickle cell disorders and trait","Female",18,8432,6771,2613,1650,226,8,1,"2019","Afr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Female",0,77,240,273,463,562,662,1648,"2019","Afr"
"2D04",3,"Other endocrine, blood and immune disorders","Female",36,1189,521,537,2106,979,1535,1544,"2019","Afr"
"2E",2,"Mental and substance use disorders","Female",0,0,1,566,1375,560,553,855,"2019","Afr"
"2E01",3,"Depressive disorders","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E01a",4,"Major depressive disorder","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E01b",4,"Dysthymia","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E02",3,"Bipolar disorder","Female",0,0,0,0,0,0,1,0,"2019","Afr"
"2E03",3,"Schizophrenia","Female",0,0,0,0,1,0,0,1,"2019","Afr"
"2E04",3,"Alcohol use disorders","Female",0,0,0,64,444,202,246,490,"2019","Afr"
"2E05",3,"Drug use disorders","Female",0,0,0,499,923,358,305,364,"2019","Afr"
"2E05a",4,"Opioid use disorders","Female",0,0,0,383,720,243,189,146,"2019","Afr"
"2E05b",4,"Cocaine use disorders","Female",0,0,0,9,23,12,12,5,"2019","Afr"
"2E05c",4,"Amphetamine use disorders","Female",0,0,0,7,11,6,6,2,"2019","Afr"
"2E05d",4,"Cannabis use disorders","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E05e",4,"Other drug use disorders","Female",0,0,0,100,170,97,98,211,"2019","Afr"
"2E06",3,"Anxiety disorders","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E07",3,"Eating disorders","Female",0,0,1,4,6,0,0,0,"2019","Afr"
"2E08",3,"Autism and Asperger syndrome","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E09",3,"Childhood behavioural disorders","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E09b",4,"Conduct disorder","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E10",3,"Idiopathic intellectual disability","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2E11",3,"Other mental and behavioural disorders","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2F",2,"Neurological conditions","Female",0,1822,2834,1901,2950,2147,4389,36294,"2019","Afr"
"2F01",3,"Alzheimer disease and other dementias","Female",0,0,0,0,193,806,2841,29688,"2019","Afr"
"2F02",3,"Parkinson disease","Female",0,0,0,1,60,209,798,5720,"2019","Afr"
"2F03",3,"Epilepsy","Female",0,1345,1515,1363,1763,690,378,564,"2019","Afr"
"2F04",3,"Multiple sclerosis","Female",0,0,3,41,268,158,116,79,"2019","Afr"
"2F05",3,"Migraine","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2F06",3,"Non-migraine headache","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2F07",3,"Other neurological conditions","Female",0,478,1316,496,666,283,255,243,"2019","Afr"
"2G",2,"Sense organ diseases","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2H",2,"Cardiovascular diseases","Female",141,4981,4543,6982,40743,65304,120454,314925,"2019","Afr"
"2H01",3,"Rheumatic heart disease","Female",0,271,680,817,1250,1020,1418,2108,"2019","Afr"
"2H02",3,"Hypertensive heart disease","Female",0,0,0,636,5957,10115,17491,45425,"2019","Afr"
"2H03",3,"Ischaemic heart disease","Female",0,0,0,1351,11787,21591,45167,124132,"2019","Afr"
"2H04",3,"Stroke","Female",54,1521,1699,2273,16914,27507,48190,121506,"2019","Afr"
"2H04a",4,"Ischaemic stroke","Female",21,292,66,291,2079,3694,12874,62713,"2019","Afr"
"2H04b",4,"Haemorrhagic stroke","Female",33,1229,1632,1982,14834,23813,35316,58793,"2019","Afr"
"2H05",3,"Cardiomyopathy, myocarditis, endocarditis","Female",43,1778,901,759,1985,1653,2128,4616,"2019","Afr"
"2H06",3,"Other circulatory diseases","Female",44,1410,1262,1146,2850,3417,6060,17138,"2019","Afr"
"2I",2,"Respiratory diseases","Female",0,2991,2622,2470,8010,10249,18189,39572,"2019","Afr"
"2I01",3,"Chronic obstructive pulmonary disease","Female",0,459,161,487,2014,4424,10641,25519,"2019","Afr"
"2I02",3,"Asthma","Female",0,1897,1520,1716,5187,5295,6955,12701,"2019","Afr"
"2I03",3,"Other respiratory diseases","Female",0,635,941,268,809,531,592,1352,"2019","Afr"
"2J",2,"Digestive diseases","Female",110,7774,7026,5847,19068,16591,24474,41608,"2019","Afr"
"2J01",3,"Peptic ulcer disease","Female",0,612,1144,719,1182,1041,2240,5124,"2019","Afr"
"2J02",3,"Cirrhosis of the liver","Female",0,1673,2235,3342,13023,11351,15061,20777,"2019","Afr"
"2J02a",4,"Cirrhosis due to hepatitis B","Female",0,11,51,534,4280,3396,3714,4743,"2019","Afr"
"2J02b",4,"Cirrhosis due to hepatitis C","Female",0,6,39,410,2940,2372,3175,4436,"2019","Afr"
"2J02c",4,"Cirrhosis due to alcohol use","Female",0,0,0,87,1833,2370,3287,3314,"2019","Afr"
"2J02d",4,"Other liver cirrhosis","Female",0,1655,2145,2311,3969,3212,4886,8284,"2019","Afr"
"2J03",3,"Appendicitis","Female",0,414,636,265,234,147,285,493,"2019","Afr"
"2J04",3,"Gastritis and duodenitis","Female",0,40,142,132,438,200,531,1066,"2019","Afr"
"2J05",3,"Paralytic ileus and intestinal obstruction","Female",98,3437,1356,489,1117,942,2112,3340,"2019","Afr"
"2J06",3,"Inflammatory bowel disease","Female",0,225,107,128,271,157,188,313,"2019","Afr"
"2J07",3,"Gallbladder and biliary diseases","Female",0,333,679,231,879,756,1592,3723,"2019","Afr"
"2J08",3,"Pancreatitis","Female",0,133,130,86,700,770,487,1124,"2019","Afr"
"2J09",3,"Other digestive diseases","Female",12,907,597,454,1225,1229,1977,5648,"2019","Afr"
"2K",2,"Genitourinary diseases","Female",8,3096,2977,3317,10198,9306,12155,28571,"2019","Afr"
"2K01",3,"Kidney diseases","Female",0,2435,2383,2719,8623,8013,10403,25234,"2019","Afr"
"2K01a",4,"Acute glomerulonephritis","Female",0,49,100,23,41,21,40,89,"2019","Afr"
"2K01b",4,"Chronic kidney disease due to diabetes","Female",0,12,27,274,2624,2992,3850,8372,"2019","Afr"
"2K01c",4,"Other chronic kidney disease","Female",0,2373,2256,2421,5958,5000,6514,16773,"2019","Afr"
"2K02",3,"Benign prostatic hyperplasia","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2K03",3,"Urolithiasis","Female",0,3,4,10,98,18,14,159,"2019","Afr"
"2K04",3,"Other urinary diseases","Female",8,658,575,521,1159,1177,1681,3087,"2019","Afr"
"2K05",3,"Infertility","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2K06",3,"Gynecological diseases","Female",0,0,15,67,318,97,56,91,"2019","Afr"
"2L",2,"Skin diseases","Female",0,1175,95,164,412,720,681,2291,"2019","Afr"
"2M",2,"Musculoskeletal diseases","Female",0,0,348,495,1143,416,503,1126,"2019","Afr"
"2M01",3,"Rheumatoid arthritis","Female",0,0,33,22,120,148,244,630,"2019","Afr"
"2M02",3,"Osteoarthritis","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2M03",3,"Gout","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2M04",3,"Back and neck pain","Female",0,0,0,0,0,0,0,0,"2019","Afr"
"2M05",3,"Other musculoskeletal disorders","Female",0,0,315,472,1023,268,259,496,"2019","Afr"
"2N",2,"Congenital anomalies","Female",38478,36282,6217,1106,770,215,144,0,"2019","Afr"
"2N01",3,"Neural tube defects","Female",12567,11132,1069,98,49,12,9,0,"2019","Afr"
"2N02",3,"Cleft lip and cleft palate","Female",414,226,0,0,0,0,0,0,"2019","Afr"
"2N03",3,"Down syndrome","Female",974,1989,368,134,149,71,25,0,"2019","Afr"
"2N04",3,"Congenital heart anomalies","Female",6893,8421,2042,460,314,71,58,0,"2019","Afr"
"2N05",3,"Other chromosomal anomalies","Female",2195,1650,273,57,28,4,2,0,"2019","Afr"
"2N06",3,"Other congenital anomalies","Female",15435,12864,2465,358,230,58,50,0,"2019","Afr"
"2O",2,"Oral conditions","Female",0,0,0,0,0,1,0,0,"2019","Afr"
"2P",2,"Sudden infant death syndrome","Female",44,5654,0,0,0,0,0,0,"2019","Afr"
"3",1,"Injuries","Female",3957,62536,41830,30896,34745,19357,21165,32109,"2019","Afr"
"3A",2,"Unintentional injuries","Female",3815,59841,38343,17722,20948,14280,16874,27958,"2019","Afr"
"3A01",3,"Road injury","Female",265,13129,22130,11944,12026,8486,8975,10781,"2019","Afr"
"3A02",3,"Poisonings","Female",180,5861,1105,528,858,546,595,750,"2019","Afr"
"3A03",3,"Falls","Female",351,1927,1618,316,588,1043,1770,7440,"2019","Afr"
"3A04",3,"Fire, heat and hot substances","Female",177,7988,1931,856,1509,801,1063,2146,"2019","Afr"
"3A05",3,"Drowning","Female",172,9099,3677,474,525,228,249,426,"2019","Afr"
"3A06",3,"Exposure to mechanical forces","Female",1530,3874,1194,646,1084,492,705,1325,"2019","Afr"
"3A07",3,"Natural disasters","Female",4,108,169,152,124,42,37,40,"2019","Afr"
"3A08",3,"Other unintentional injuries","Female",1136,17855,6520,2807,4233,2643,3479,5051,"2019","Afr"
"3B",2,"Intentional injuries","Female",142,2696,3487,13174,13798,5077,4291,4151,"2019","Afr"
"3B01",3,"Self-harm","Female",0,0,860,3491,5467,2796,2612,2645,"2019","Afr"
"3B02",3,"Interpersonal violence","Female",0,1894,1948,8866,7861,2144,1580,1431,"2019","Afr"
"3B03",3,"Collective violence and legal intervention","Female",142,802,679,817,470,137,99,75,"2019","Afr"
"0",0,"All Causes","Male",62164,48335,20375,199048,389360,428436,686107,1969727,"2019","Amr"
"1",1,"Communicable & Nutritional","Male",47753,20859,2423,11214,35329,31139,44430,161481,"2019","Amr"
"1A",2,"Infectious and parasitic diseases","Male",822,7080,1373,7908,25137,19048,21814,45470,"2019","Amr"
"1A01",3,"Tuberculosis","Male",0,315,132,2007,3321,1819,1738,2644,"2019","Amr"
"1A02",3,"STDs excluding HIV","Male",385,181,4,13,32,26,35,66,"2019","Amr"
"1A02a",4,"Syphilis","Male",385,181,3,9,27,22,30,48,"2019","Amr"
"1A02b",4,"Chlamydia","Male",0,0,0,1,0,0,0,2,"2019","Amr"
"1A02c",4,"Gonorrhoea","Male",0,0,0,2,2,1,3,5,"2019","Amr"
"1A02d",4,"Trichomoniasis","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A02e",4,"Genital herpes","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A02f",4,"Other STDs","Male",0,0,0,1,3,2,2,10,"2019","Amr"
"1A03",3,"HIV/AIDS","Male",23,535,197,3369,15003,7623,3763,1297,"2019","Amr"
"1A04",3,"Diarrhoeal diseases","Male",56,3546,256,381,782,876,1724,7357,"2019","Amr"
"1A05",3,"Childhood-cluster diseases","Male",74,634,38,17,45,48,50,53,"2019","Amr"
"1A05a",4,"Whooping cough","Male",0,628,31,5,4,2,1,1,"2019","Amr"
"1A05b",4,"Diphtheria","Male",0,2,1,1,1,0,2,0,"2019","Amr"
"1A05c",4,"Measles","Male",0,1,0,0,0,0,0,0,"2019","Amr"
"1A05d",4,"Tetanus","Male",74,3,6,11,40,45,47,51,"2019","Amr"
"1A06",3,"Meningitis","Male",127,756,141,323,478,349,350,425,"2019","Amr"
"1A07",3,"Encephalitis","Male",21,315,52,59,88,40,43,49,"2019","Amr"
"1A08",3,"Hepatitis","Male",0,44,39,124,946,2295,2910,1808,"2019","Amr"
"1A08a",4,"Acute hepatitis A","Male",0,22,21,43,118,132,211,692,"2019","Amr"
"1A08b",4,"Acute hepatitis B","Male",0,16,14,57,265,301,329,294,"2019","Amr"
"1A08c",4,"Acute hepatitis C","Male",0,3,0,21,539,1845,2347,797,"2019","Amr"
"1A08d",4,"Acute hepatitis E","Male",0,3,3,4,24,18,23,25,"2019","Amr"
"1A09",3,"Parasitic and vector diseases","Male",1,242,112,421,983,977,1512,2760,"2019","Amr"
"1A09a",4,"Malaria","Male",0,74,14,44,54,52,48,46,"2019","Amr"
"1A09b",4,"Trypanosomiasis","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A09c",4,"Chagas disease","Male",0,1,3,20,300,548,1060,2161,"2019","Amr"
"1A09d",4,"Schistosomiasis","Male",0,0,0,9,38,64,91,122,"2019","Amr"
"1A09e",4,"Leishmaniasis","Male",0,71,6,38,71,47,43,55,"2019","Amr"
"1A09f",4,"Lymphatic filariasis","Male",0,0,0,1,0,0,0,1,"2019","Amr"
"1A09g",4,"Onchocerciasis","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A09h",4,"Cysticercosis","Male",0,3,25,192,334,135,102,80,"2019","Amr"
"1A09i",4,"Echinococcosis","Male",0,3,8,25,54,45,57,93,"2019","Amr"
"1A09j",4,"Dengue","Male",1,81,27,28,28,12,18,45,"2019","Amr"
"1A09k",4,"Trachoma","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A09l",4,"Yellow fever","Male",0,4,23,59,91,53,73,146,"2019","Amr"
"1A09m",4,"Rabies","Male",0,4,6,6,15,20,20,12,"2019","Amr"
"1A10",3,"Intestinal nematode infections","Male",0,8,5,3,2,1,1,2,"2019","Amr"
"1A10a",4,"Ascariasis","Male",0,8,5,3,2,1,1,2,"2019","Amr"
"1A10b",4,"Trichuriasis","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A10c",4,"Hookworm disease","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A10d",4,"Food-bourne trematodes","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1A11",3,"Leprosy","Male",0,0,0,6,28,25,36,59,"2019","Amr"
"1A12",3,"Other infectious diseases","Male",135,503,397,1184,3429,4969,9653,28950,"2019","Amr"
"1B",2,"Respiratory Infectious","Male",2215,8273,826,2864,9107,10874,20287,102161,"2019","Amr"
"1B01",3,"Lower respiratory infections","Male",2208,8187,806,2821,9044,10826,20233,101950,"2019","Amr"
"1B02",3,"Upper respiratory infections","Male",5,80,15,29,40,30,40,184,"2019","Amr"
"1B03",3,"Otitis media","Male",1,5,5,15,23,18,14,27,"2019","Amr"
"1C",2,"Maternal conditions","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1D",2,"Neonatal conditions","Male",44717,3867,30,33,14,6,7,7,"2019","Amr"
"1D01",3,"Preterm birth complications","Male",21749,2014,4,1,0,0,0,0,"2019","Amr"
"1D02",3,"Birth asphyxia and birth trauma","Male",8879,947,12,21,9,3,4,3,"2019","Amr"
"1D03",3,"Neonatal sepsis and infections","Male",7773,0,14,12,4,3,2,4,"2019","Amr"
"1D04",3,"Other neonatal conditions","Male",6315,906,0,0,0,0,0,0,"2019","Amr"
"1E",2,"Nutritional deficiencies","Male",0,1639,194,409,1071,1212,2323,13843,"2019","Amr"
"1E01",3,"Protein-energy malnutrition","Male",0,1598,171,287,725,802,1543,9977,"2019","Amr"
"1E02",3,"Iodine deficiency","Male",0,0,0,0,0,0,1,3,"2019","Amr"
"1E03",3,"Vitamin A deficiency","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"1E04",3,"Iron-deficiency anaemia","Male",0,0,14,88,261,315,607,3087,"2019","Amr"
"1E05",3,"Other nutritional deficiencies","Male",0,41,9,35,84,96,171,776,"2019","Amr"
"2",1,"Noncommunicable","Male",13931,19602,8698,46936,207551,335416,592579,1732902,"2019","Amr"
"2A",2,"Malignant neoplasms","Male",22,1375,3226,8338,36543,87476,177532,392142,"2019","Amr"
"2A01",3,"Mouth and oropharynx cancers","Male",0,0,18,127,1813,4973,6979,8147,"2019","Amr"
"2A01a",4,"Lip and oral cavity","Male",0,0,9,53,930,2292,3235,4410,"2019","Amr"
"2A01b",4,"Nasopharynx","Male",0,0,7,54,172,335,401,398,"2019","Amr"
"2A01c",4,"Other pharynx","Male",0,0,2,20,711,2347,3343,3339,"2019","Amr"
"2A02",3,"Oesophagus cancer","Male",0,0,0,43,1609,5470,9384,13423,"2019","Amr"
"2A03",3,"Stomach cancer","Male",0,0,8,288,3558,6554,11093,21388,"2019","Amr"
"2A04",3,"Colon and rectum cancers","Male",0,0,6,373,4811,9739,17488,35870,"2019","Amr"
"2A05",3,"Liver cancer","Male",1,69,63,243,1825,6462,12998,17239,"2019","Amr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Male",0,0,8,137,715,1434,2074,2149,"2019","Amr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Male",0,0,0,7,246,1686,3784,5795,"2019","Amr"
"2A05c",4,"Liver cancer secondary to alcohol use","Male",0,0,0,29,641,2595,5656,6935,"2019","Amr"
"2A05d",4,"Other liver cancer","Male",1,69,55,70,222,747,1485,2360,"2019","Amr"
"2A06",3,"Pancreas cancer","Male",0,0,3,61,1827,5736,11942,21626,"2019","Amr"
"2A07",3,"Trachea, bronchus, lung cancers","Male",0,0,24,244,3377,17043,41000,81314,"2019","Amr"
"2A08",3,"Melanoma and other skin cancers","Male",0,5,10,128,1183,2159,3956,10746,"2019","Amr"
"2A08a",4,"Malignant skin melanoma","Male",0,5,3,87,859,1390,2465,5363,"2019","Amr"
"2A08b",4,"Non-melanoma skin cancer","Male",0,0,7,41,324,769,1491,5383,"2019","Amr"
"2A09",3,"Breast cancer","Male",0,0,0,3,66,149,294,539,"2019","Amr"
"2A10",3,"Cervix uteri cancer","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2A11",3,"Corpus uteri cancer","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2A12",3,"Ovary cancer","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2A13",3,"Prostate cancer","Male",0,0,3,43,372,3532,15507,78079,"2019","Amr"
"2A14",3,"Testicular cancer","Male",0,8,13,902,897,215,172,275,"2019","Amr"
"2A15",3,"Kidney cancer","Male",2,62,65,93,1192,3306,6125,10667,"2019","Amr"
"2A16",3,"Bladder cancer","Male",0,0,2,12,346,1529,4496,17891,"2019","Amr"
"2A17",3,"Brain and nervous system cancers","Male",6,303,751,924,3300,4337,6261,7926,"2019","Amr"
"2A18",3,"Gallbladder and biliary tract cancer","Male",0,0,2,17,377,959,1966,4286,"2019","Amr"
"2A19",3,"Larynx cancer","Male",0,0,0,18,635,2565,4185,5543,"2019","Amr"
"2A20",3,"Thyroid cancer","Male",0,0,1,27,169,365,669,1251,"2019","Amr"
"2A21",3,"Mesothelioma","Male",0,0,1,6,75,222,728,2426,"2019","Amr"
"2A22",3,"Lymphomas, multiple myeloma","Male",0,69,271,881,2901,5034,9830,23409,"2019","Amr"
"2A22a",4,"Hodgkin lymphoma","Male",0,4,59,236,393,319,473,806,"2019","Amr"
"2A22b",4,"Non-Hodgkin lymphoma","Male",0,66,210,630,1970,2949,5602,13901,"2019","Amr"
"2A22c",4,"Multiple myeloma","Male",0,0,2,16,537,1767,3755,8702,"2019","Amr"
"2A23",3,"Leukaemia","Male",8,586,1451,2276,2790,2753,5522,16594,"2019","Amr"
"2A24",3,"Other malignant neoplasms","Male",5,272,533,1627,3421,4372,6936,13504,"2019","Amr"
"2B",2,"Other neoplasms","Male",2,39,162,451,1443,2136,4334,14099,"2019","Amr"
"2C",2,"Diabetes mellitus","Male",2,99,61,1102,10219,21381,36500,70287,"2019","Amr"
"2D",2,"Endocrine, blood, immune disorders","Male",61,1266,607,1743,5207,5710,8654,21736,"2019","Amr"
"2D01",3,"Thalassaemias","Male",1,30,17,15,5,1,0,0,"2019","Amr"
"2D02",3,"Sickle cell disorders and trait","Male",2,126,105,216,210,66,32,7,"2019","Amr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Male",1,45,99,331,493,394,624,2001,"2019","Amr"
"2D04",3,"Other endocrine, blood and immune disorders","Male",57,1064,386,1181,4499,5248,7998,19728,"2019","Amr"
"2E",2,"Mental and substance use disorders","Male",0,0,6,11972,34681,19680,11661,7086,"2019","Amr"
"2E01",3,"Depressive disorders","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E01a",4,"Major depressive disorder","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E01b",4,"Dysthymia","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E02",3,"Bipolar disorder","Male",0,0,0,3,15,19,30,35,"2019","Amr"
"2E03",3,"Schizophrenia","Male",0,0,1,40,214,215,258,280,"2019","Amr"
"2E04",3,"Alcohol use disorders","Male",0,0,2,1197,8736,8031,6405,3537,"2019","Amr"
"2E05",3,"Drug use disorders","Male",0,0,0,10689,25625,11316,4859,3128,"2019","Amr"
"2E05a",4,"Opioid use disorders","Male",0,0,0,8681,19643,8187,3518,1808,"2019","Amr"
"2E05b",4,"Cocaine use disorders","Male",0,0,0,362,1476,988,423,121,"2019","Amr"
"2E05c",4,"Amphetamine use disorders","Male",0,0,0,179,671,413,167,32,"2019","Amr"
"2E05d",4,"Cannabis use disorders","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E05e",4,"Other drug use disorders","Male",0,0,0,1468,3834,1728,751,1167,"2019","Amr"
"2E06",3,"Anxiety disorders","Male",0,0,0,1,5,4,16,24,"2019","Amr"
"2E07",3,"Eating disorders","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E08",3,"Autism and Asperger syndrome","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E09",3,"Childhood behavioural disorders","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E09b",4,"Conduct disorder","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2E10",3,"Idiopathic intellectual disability","Male",0,0,2,42,86,95,92,83,"2019","Amr"
"2E11",3,"Other mental and behavioural disorders","Male",0,0,0,0,0,0,1,0,"2019","Amr"
"2F",2,"Neurological conditions","Male",1,627,1431,4944,7991,8933,18412,170789,"2019","Amr"
"2F01",3,"Alzheimer disease and other dementias","Male",0,0,27,65,267,1112,6116,125300,"2019","Amr"
"2F02",3,"Parkinson disease","Male",0,0,0,9,77,375,2427,28464,"2019","Amr"
"2F03",3,"Epilepsy","Male",0,341,296,1335,2197,1136,970,1345,"2019","Amr"
"2F04",3,"Multiple sclerosis","Male",0,0,2,28,380,554,773,772,"2019","Amr"
"2F05",3,"Migraine","Male",0,0,0,0,1,1,1,1,"2019","Amr"
"2F06",3,"Non-migraine headache","Male",0,0,0,0,0,0,0,0,"2019","Amr"
"2F07",3,"Other neurological conditions","Male",1,286,1105,3505,5069,5755,8124,14907,"2019","Amr"
"2G",2,"Sense organ diseases","Male",0,0,3,10,19,17,22,97,"2019","Amr"
"2H",2,"Cardiovascular diseases","Male",56,1070,708,8413,59803,112479,203248,655862,"2019","Amr"
"2H01",3,"Rheumatic heart disease","Male",0,15,41,179,451,426,651,1668,"2019","Amr"
"2H02",3,"Hypertensive heart disease","Male",0,0,10,584,4953,8798,14390,46244,"2019","Amr"
"2H03",3,"Ischaemic heart disease","Male",0,0,30,2921,30867,67916,122892,376091,"2019","Amr"
"2H04",3,"Stroke","Male",11,241,284,1756,11472,20187,39637,146559,"2019","Amr"
"2H04a",4,"Ischaemic stroke","Male",3,20,17,148,1222,3259,13924,95206,"2019","Amr"
"2H04b",4,"Haemorrhagic stroke","Male",9,221,266,1608,10250,16928,25713,51352,"2019","Amr"
"2H05",3,"Cardiomyopathy, myocarditis, endocarditis","Male",25,559,185,1441,5249,5543,7713,18607,"2019","Amr"
